ACCOUNT_ID,OPP_ID,ORDER_DATE,PRODUCT,QUANTITY,START,END
account68,opp68,4/19/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/20/20,4/19/21
account69,opp69,4/8/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/9/20,4/8/21
account70,opp70,4/3/20,7de4db6c2dc91b0dc0135ea84e98f2735435d13e2aeeff07f8aec65d6e9a34c9,1,4/4/20,4/3/21
account70,opp70,4/3/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,5,4/4/20,4/3/21
account71,opp71,4/9/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/10/20,4/9/21
account72,opp72,4/23/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,3,4/24/20,4/23/21
account73,opp73,4/7/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,1,4/8/20,4/7/21
account74,opp74,4/17/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,1,4/18/20,4/17/21
account74,opp74,4/17/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,3,4/18/20,4/17/21
account75,opp75,4/18/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/19/20,4/18/21
account76,opp76,4/9/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,4/10/20,4/9/21
account76,opp76,4/9/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,3,4/10/20,4/9/21
account77,opp77,4/10/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,2,4/11/20,4/10/21
account78,opp78,4/4/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,2,4/5/20,4/4/21
account79,opp79,4/25/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,1,4/26/20,4/25/21
account79,opp79,4/25/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/26/20,4/25/21
account80,opp80,4/16/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,1,4/17/20,4/16/23
account81,opp81,4/18/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,4/19/20,4/18/21
account81,opp81,4/18/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,1,4/19/20,4/18/21
account82,opp82,4/29/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,5,4/30/20,4/29/21
account83,opp83,4/11/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,4/12/20,4/11/21
account83,opp83,4/11/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,14,4/12/20,4/11/21
account84,opp84,4/24/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/25/20,4/24/21
account85,opp85,4/11/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/12/20,4/11/21
account86,opp86,4/8/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/9/20,4/8/21
account87,opp87,4/23/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,4,4/24/20,4/23/21
account88,opp88,4/30/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,18,5/1/20,4/30/21
account88,opp88,4/30/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,3,5/1/20,4/30/21
account88,opp88,4/30/20,d4414675f5ff265a2ab7734bf3ff8e62e4fd621ea38028b2a335d947397dfba4,1,5/1/20,4/30/21
account88,opp88,4/30/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,5/1/20,4/30/21
account88,opp88,4/30/20,7de4db6c2dc91b0dc0135ea84e98f2735435d13e2aeeff07f8aec65d6e9a34c9,1,5/1/20,4/30/21
account89,opp89,4/25/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,1,4/26/20,4/25/21
account90,opp90,4/9/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,1,4/10/20,4/9/21
account90,opp90,4/9/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,4/10/20,4/9/21
account91,opp91,4/8/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,1,4/9/20,4/8/21
account92,opp92,4/16/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/17/20,4/16/21
account93,opp93,4/23/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,2,4/24/20,4/23/21
account94,opp94,4/2/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,1,4/3/20,4/2/21
account94,opp94,4/2/20,10347b6bfa203126ec438cd4c7ff6d70fbd6cf484916613e72c37a5dac557088,1,4/3/20,4/2/21
account95,opp95,4/18/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,2,4/19/20,4/18/21
account96,opp96,4/24/20,7de4db6c2dc91b0dc0135ea84e98f2735435d13e2aeeff07f8aec65d6e9a34c9,1,4/25/20,4/24/21
account96,opp96,4/24/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,3,4/25/20,4/24/21
account97,opp97,4/12/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,1,4/13/20,4/12/21
account97,opp97,4/12/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,2,4/13/20,4/12/21
account98,opp98,4/15/20,28746a25d12d36a1c0956436cfd6959f0db252e30209282bbc92fbf698dbcaa2,2,4/16/20,4/15/21
account98,opp98,4/15/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,6,4/16/20,4/15/21
account99,opp99,4/17/20,1a5a6aac31b1d9e08401bd147df106c600254b2df05a3fa83949a016556be016,1,4/18/20,4/17/21
account100,opp100,4/29/20,cd5ba48bb6ce3541492df6f2282ca555a65397c168dc599c5280217261540cd8,10,4/30/20,4/29/21
account100,opp100,4/29/20,d4414675f5ff265a2ab7734bf3ff8e62e4fd621ea38028b2a335d947397dfba4,1,4/30/20,4/29/21
